#{"t_start": 1772812606.729522, "env_id": "Meta-World/MT1"}
r,l,t,s,success
1362.482715,500,1343.522853,1.0,1.0
115.973185,500,1345.650415,0,0.0
4362.871204,500,1347.61665,1.0,1.0
38.577442,500,1349.627472,0,0.0
416.888043,500,1351.484739,1.0,0.0
47.277139,500,1353.348496,0,0.0
3994.345564,500,1355.22985,1.0,1.0
791.871331,500,1357.096268,1.0,0.0
113.069695,500,1359.238207,1.0,0.0
4621.393073,500,1361.12021,1.0,1.0
233.378415,500,1363.00944,0,0.0
64.880751,500,1365.087059,0,0.0
3327.118397,500,1367.000937,1.0,1.0
10.508918,500,1368.869325,0,0.0
21.751218,500,1370.726003,0,0.0
10.756899,500,1372.560891,0,0.0
4225.045628,500,1374.44104,1.0,1.0
84.154362,500,1376.286362,0,0.0
151.479601,500,1378.150823,1.0,0.0
71.18883,500,1379.984275,0,0.0
7.703131,500,1381.807251,0,0.0
50.222174,500,1383.700561,0,0.0
26.334076,500,1385.559448,0,0.0
15.753225,500,1387.425103,0,0.0
18.301643,500,1389.383682,0,0.0
19.770465,500,1391.32527,0,0.0
6.833239,500,1393.178441,0,0.0
15.327443,500,1395.091382,0,0.0
134.162005,500,1396.966822,0,0.0
13.558021,500,1399.746611,0,0.0
42.028312,500,1401.558947,0,0.0
4254.566161,500,1403.374596,1.0,1.0
166.030887,500,1405.205709,0,0.0
29.996413,500,1407.020782,0,0.0
87.730248,500,1408.885963,0,0.0
54.590772,500,1410.754568,0,0.0
20.414648,500,1412.587975,0,0.0
54.095743,500,1414.445058,0,0.0
37.630103,500,1416.275252,0,0.0
93.354955,500,1418.171437,1.0,0.0
134.313207,500,1420.031502,1.0,0.0
365.872338,500,1421.871889,0,0.0
67.069115,500,1423.751881,0,0.0
24.985463,500,1425.697345,0,0.0
3833.554229,500,1427.544741,1.0,1.0
4262.415408,500,1429.438425,1.0,1.0
61.358551,500,1431.327296,0,0.0
53.203926,500,1433.177005,0,0.0
4631.560571,500,1435.030464,1.0,1.0
1935.167026,500,1436.911449,1.0,1.0
2011.478839,500,1438.751455,1.0,0.0
31.332892,500,1440.626518,0,0.0
48.03551,500,1442.508707,0,0.0
55.84186,500,1444.391643,0,0.0
84.418686,500,1446.270796,1.0,0.0
55.402024,500,1448.152349,0,0.0
44.937897,500,1449.995579,1.0,0.0
3782.96265,500,1451.848658,1.0,1.0
4684.346818,500,1453.692368,1.0,1.0
20.345808,500,1455.508016,0,0.0
725.665471,500,1457.408306,1.0,1.0
85.940416,500,1459.22342,1.0,0.0
12.331153,500,1461.030497,0,0.0
142.017076,500,1462.877882,1.0,0.0
50.564518,500,1464.733854,0,0.0
7.531255,500,1466.586102,0,0.0
1747.784351,500,1468.444828,1.0,0.0
65.135367,500,1470.291332,0,0.0
23.1145,500,1472.139836,0,0.0
17.446023,500,1473.9311,0,0.0
52.706045,500,1475.806475,0,0.0
214.652703,500,1477.661597,1.0,0.0
23.646084,500,1479.477319,0,0.0
33.795948,500,1481.307957,0,0.0
2521.70738,500,1483.171949,1.0,0.0
45.644012,500,1485.032262,0,0.0
12.743985,500,1486.83011,0,0.0
30.548617,500,1488.655919,0,0.0
1218.72915,500,1490.546185,1.0,0.0
41.862118,500,1493.206114,0,0.0
44.39856,500,1495.015246,0,0.0
59.689286,500,1496.879687,0,0.0
7.512976,500,1498.691679,0,0.0
3456.838585,500,1500.541752,1.0,1.0
53.792055,500,1502.40808,0,0.0
50.526346,500,1504.247399,0,0.0
3065.568592,500,1506.107343,1.0,1.0
4722.102,500,1507.996955,1.0,1.0
29.157281,500,1509.820487,0,0.0
3994.302226,500,1511.715974,1.0,1.0
4701.127981,500,1513.595006,1.0,1.0
96.706237,500,1515.42669,0,0.0
59.198963,500,1517.341951,0,0.0
17.318146,500,1519.148121,0,0.0
2749.34137,500,1521.018356,1.0,0.0
149.658232,500,1522.913961,0,0.0
14.388138,500,1524.727606,0,0.0
19.219342,500,1526.518291,0,0.0
119.717971,500,1528.361693,1.0,0.0
53.720235,500,1530.217455,0,0.0
105.461528,500,1532.076909,1.0,0.0
229.804318,500,1533.919812,0,0.0
55.912218,500,1535.78268,0,0.0
68.320981,500,1537.655869,0,0.0
39.403228,500,1539.533092,0,0.0
4712.17846,500,1541.390053,1.0,1.0
62.147222,500,1543.259008,0,0.0
105.636716,500,1545.084185,1.0,0.0
53.670273,500,1546.923078,0,0.0
46.830228,500,1548.797401,0,0.0
60.027418,500,1550.639477,0,0.0
47.705347,500,1552.49981,0,0.0
60.08602,500,1554.364637,0,0.0
83.585208,500,1556.2105,0,0.0
2349.595413,500,1558.082217,1.0,1.0
261.787893,500,1559.956703,1.0,0.0
19.842667,500,1561.768367,0,0.0
574.339653,500,1563.621474,1.0,0.0
213.327713,500,1565.439863,1.0,0.0
148.29535,500,1567.284815,1.0,0.0
1613.77889,500,1569.125748,1.0,0.0
17.533725,500,1570.914137,0,0.0
895.211821,500,1572.798507,1.0,0.0
71.558624,500,1574.670814,0,0.0
7.897514,500,1576.475687,0,0.0
930.2112,500,1578.312277,1.0,0.0
60.229622,500,1580.190673,0,0.0
15.65497,500,1581.980514,0,0.0
131.943137,500,1583.861441,0,0.0
214.938665,500,1586.422273,0,0.0
278.203931,500,1588.261335,1.0,0.0
33.365229,500,1590.110147,0,0.0
142.370587,500,1591.943216,0,0.0
4544.150257,500,1593.802699,1.0,1.0
86.78157,500,1595.607536,0,0.0
29.360768,500,1597.450448,0,0.0
4501.841381,500,1599.333497,1.0,1.0
4115.493622,500,1601.209211,1.0,1.0
34.136926,500,1603.138564,0,0.0
4561.907113,500,1605.006316,1.0,1.0
31.537026,500,1606.911015,0,0.0
66.676932,500,1608.722398,0,0.0
78.889708,500,1610.598053,0,0.0
22.160347,500,1612.406083,0,0.0
125.370114,500,1614.27648,0,0.0
18.741011,500,1616.090257,0,0.0
73.128847,500,1617.950868,0,0.0
23.290854,500,1619.790071,0,0.0
19.754777,500,1621.596288,0,0.0
57.027424,500,1623.446214,0,0.0
164.661458,500,1625.303104,1.0,0.0
4591.167443,500,1627.126066,1.0,1.0
97.154504,500,1628.948476,1.0,0.0
46.823287,500,1630.885843,0,0.0
3028.932961,500,1632.718261,1.0,1.0
47.926239,500,1634.780444,0,0.0
49.952636,500,1636.718403,0,0.0
60.710743,500,1638.654895,0,0.0
1462.860027,500,1640.511355,1.0,0.0
121.016117,500,1642.377655,1.0,0.0
142.375736,500,1644.258729,0,0.0
172.095277,500,1646.141794,0,0.0
41.970541,500,1647.970805,0,0.0
367.62367,500,1649.847996,0,0.0
40.416365,500,1651.731357,0,0.0
4284.449444,500,1653.597828,1.0,1.0
79.099163,500,1655.474946,0,0.0
790.655999,500,1657.311495,1.0,0.0
88.442174,500,1659.330959,0,0.0
4101.786134,500,1661.312682,1.0,1.0
88.490617,500,1663.253838,0,0.0
4593.250116,500,1665.227395,1.0,1.0
29.14997,500,1667.106637,0,0.0
4571.918633,500,1669.078216,1.0,1.0
2898.401154,500,1670.928531,1.0,0.0
4394.094872,500,1672.763762,1.0,1.0
4601.464251,500,1674.594551,1.0,1.0
776.380893,500,1676.427273,1.0,0.0
3695.958065,500,1678.349069,1.0,1.0
529.285582,500,1681.096554,1.0,1.0
51.598928,500,1682.910388,0,0.0
42.214151,500,1684.727802,0,0.0
123.430755,500,1686.575829,1.0,0.0
952.938489,500,1688.383122,1.0,0.0
3415.623665,500,1690.219921,1.0,1.0
56.439826,500,1692.128691,0,0.0
3725.684174,500,1693.995829,1.0,1.0
50.525117,500,1695.78068,0,0.0
41.117744,500,1697.649582,0,0.0
55.370071,500,1699.448012,0,0.0
214.922097,500,1701.24695,1.0,0.0
225.323838,500,1703.108515,1.0,1.0
249.805545,500,1704.914649,1.0,0.0
521.958936,500,1706.748756,0,0.0
4521.733356,500,1708.610193,1.0,1.0
2477.968231,500,1710.443463,1.0,1.0
4531.742214,500,1712.299051,1.0,1.0
4541.801981,500,1714.160701,1.0,1.0
12.153298,500,1715.958295,0,0.0
3773.202445,500,1717.805927,1.0,1.0
20.599326,500,1719.601013,0,0.0
1710.932456,500,1721.447438,1.0,0.0
481.494826,500,1723.276861,1.0,0.0
3709.904397,500,1725.096202,1.0,1.0
4261.578199,500,1726.933904,1.0,1.0
4304.012251,500,1728.796766,1.0,1.0
4671.152441,500,1730.647085,1.0,1.0
11.707388,500,1732.474678,0,0.0
127.747813,500,1734.333615,1.0,0.0
648.850833,500,1736.20021,1.0,0.0
12.596511,500,1738.02424,0,0.0
4245.571367,500,1739.877152,1.0,1.0
425.679755,500,1741.725678,0,0.0
80.50488,500,1743.583834,1.0,0.0
2517.066334,500,1745.426487,1.0,1.0
23.37458,500,1747.229452,0,0.0
3896.714723,500,1749.105296,1.0,1.0
4612.776008,500,1750.96074,1.0,1.0
101.229688,500,1752.838898,1.0,0.0
103.656231,500,1754.640911,0,0.0
4324.380862,500,1756.525501,1.0,1.0
4691.106064,500,1758.387349,1.0,1.0
119.831389,500,1760.254475,1.0,0.0
4602.190364,500,1762.068359,1.0,1.0
16.078399,500,1763.880265,0,0.0
2281.169098,500,1765.705914,1.0,1.0
45.744437,500,1767.556947,1.0,0.0
42.097814,500,1769.398363,0,0.0
64.038481,500,1771.240593,1.0,0.0
3855.022006,500,1773.897488,1.0,1.0
4594.826343,500,1775.772396,1.0,1.0
4454.25634,500,1777.626193,1.0,1.0
487.649735,500,1779.452321,1.0,0.0
49.326037,500,1781.301818,0,0.0
3268.686085,500,1783.123412,1.0,0.0
3577.284965,500,1784.947921,1.0,1.0
3425.839978,500,1786.776697,1.0,1.0
59.729697,500,1788.581404,0,0.0
46.345102,500,1790.390927,0,0.0
1502.223453,500,1792.224991,1.0,0.0
1121.96869,500,1794.052887,1.0,0.0
18.484385,500,1795.857855,0,0.0
30.108382,500,1797.688321,0,0.0
4081.817925,500,1799.542981,1.0,1.0
90.009698,500,1801.402366,1.0,0.0
4553.36617,500,1803.243766,1.0,1.0
11.963878,500,1805.071151,0,0.0
75.524536,500,1806.909519,0,0.0
2731.806798,500,1808.7345,1.0,0.0
4138.162,500,1810.5595,1.0,1.0
147.775252,500,1812.375465,0,0.0
34.438938,500,1814.234484,0,0.0
183.10824,500,1816.089728,0,0.0
3510.628913,500,1817.88806,1.0,1.0
18.078535,500,1819.715035,0,0.0
54.958279,500,1821.569143,1.0,0.0
310.877456,500,1823.453348,1.0,1.0
365.475401,500,1825.276093,1.0,0.0
177.034378,500,1827.084771,1.0,0.0
40.792659,500,1828.947367,0,0.0
140.773598,500,1830.790939,1.0,0.0
44.800471,500,1832.636563,0,0.0
3096.614288,500,1834.48218,1.0,1.0
161.66826,500,1836.274439,0,0.0
42.485183,500,1838.101319,0,0.0
117.691379,500,1839.922311,1.0,0.0
179.753852,500,1841.783057,0,0.0
82.588675,500,1843.58602,0,0.0
4561.165205,500,1845.448085,1.0,1.0
4601.561915,500,1847.248794,1.0,1.0
4583.341783,500,1849.089718,1.0,1.0
3764.996093,500,1850.9273,1.0,1.0
93.06171,500,1852.727063,0,0.0
98.652893,500,1854.595523,1.0,0.0
119.931064,500,1856.409109,1.0,0.0
378.973664,500,1858.256865,1.0,0.0
2590.225565,500,1860.111654,1.0,1.0
4611.281254,500,1861.96764,1.0,1.0
47.063886,500,1863.767928,0,0.0
